OrderID,OrderDate,CustomerID,CustomerType,Region,State,Product,Category,Quantity,UnitPrice,Discount,SalesChannel,PaymentMethod,ShippingMethod,Returned,CustomerRating
ORD-104271,########,CUST-5307,Returning,West,AZ,Smart Watch,Electronics,1,152.68,0,Online,Credit Card,Express,No,3
ORD-111031,6/5/2026,CUST-3136,Returning,Midwest,OH,Desk Lamp,Home & Office,1,42.18,0,Retail Store,Apple Pay,,No,4
ORD-107320,########,CUST-2985,New,Northeast,MA,Water Bottle,Fitness,2,19.12,0.05,Online,PayPal,Standard,No,3
ORD-110861,########,CUST-1379,Returning,Southeast,NC,Water Bottle,Fitness,1,18.71,0.15,Retail Store,Debit Card,Standard,No,4
ORD-103722,########,CUST-5748,returning,Southeast,VA,USB-C Hub,Electronics,1,43.17,0,Online,Apple Pay,Standard,No,5
ORD-110155,########,CUST-1470,Returning,Midwest,IL,Desk Lamp,Home & Office,2,44.45,0.15,Online,Apple Pay,Standard,No,5
ORD-107703,########,CUST-4817,New,Southeast,FL,Desk Organizer,Home & Office,2,23.5,0.15,Corporate,Credit Card,Next Day,No,5
ORD-111965,6/4/2025,CUST-5528,Returning,West,CA,Office Chair,Home & Office,1,201.98,0,Online,Credit Card,Standard,No,2
ORD-100959,########,CUST-1529,New,West,CA,Foam Roller,Fitness,1,26.84,0,Corporate,Credit Card,Express,No,5
ORD-110267,4/3/2026,CUST-3296,New,Southeast,FL,Running Shoes,Clothing,2,89.99,0.2,Online,PayPal,Standard,No,4
ORD-103091,########,CUST-2641,Returning,Southwest,TX,Yoga Mat,Fitness,2,36.47,0,Retail Store,PayPal,Standard,No,2
ORD-100069,2/8/2026,CUST-5570,VIP,Midwest,MO,T-Shirt,Clothing,3,23.55,0,Online,Bank Transfer,2-Day,No,4
ORD-110906,########,CUST-3876,Returning,West,NV,Fitness Tracker,Fitness,2,73.65,0.05,Online,PayPal,Standard,No,5
ORD-106078,########,CUST-6371,New,Midwest,MN,Standing Desk,Home & Office,1,324.93,0,Marketplace,Debit Card,2-Day,No,5
ORD-107835,########,CUST-2068,VIP,Northeast,MA,T-Shirt,Clothing,2,26.65,0.2,Retail Store,Bank Transfer,Standard,No,5
ORD-102591,8/6/2025,CUST-1718,Returning,West,NV,Jeans,Clothing,1,66.17,0,Corporate,Debit Card,Standard,Yes,2
ORD-112327,########,CUST-3988,Returning,Southwest,NM,Office Chair,Home & Office,1,202.29,0.1,Retail Store,Debit Card,Standard,No,2
ORD-111060,########,CUST-4017,New,WEST,AZ,Desk Organizer,Home & Office,1,23.64,0,Retail Store,Debit Card,Standard,No,5
ORD-108012,2/3/2026,CUST-2575,Returning,Southeast,GA,Water Bottle,Fitness,1,19.89,0,Online,Bank Transfer,Express,No,4
ORD-110519,########,CUST-4831,Returning,Southeast,VA,Standing Desk,Home & Office,2,352.85,0.2,Retail Store,Bank Transfer,Next Day,No,2
ORD-105878,########,CUST-1059,New,Northeast,NJ,Monitor Stand,Home & Office,1,56.96,0.1,Retail Store,Bank Transfer,2-Day,Yes,4
ORD-110100,3/4/2025,CUST-1789,Returning,Midwest,MI,Water Bottle,Fitness,3,19.85,0.2,Online,PayPal,Express,No,
ORD-106050,########,CUST-5858,Returning,Southeast,TN,Smart Watch,Electronics,1,160.43,0,Marketplace,Credit Card,2-Day,No,4
ORD-110214,########,CUST-2023,Returning,Southwest,TX,Standing Desk,Home & Office,1,346.29,0,Online,Bank Transfer,Standard,No,5
ORD-103115,########,CUST-2232,Returning,Northeast,NJ,Wireless Mouse,Electronics,3,$37.39,0.05,Retail Store,Bank Transfer,Standard,No,4
ORD-110235,########,CUST-4426,Returning,Southeast,FL,Jeans,Clothing,3,63.72,0,Retail Store,PayPal,Express,No,3
ORD-104436,7/2/2025,CUST-4569,Returning,,MO,Wireless Headphones,Electronics,1,83.83,0.15,Corporate,PayPal,Next Day,No,3
ORD-103039,########,CUST-1268,New,Southwest,TX,Wireless Mouse,Electronics,1,36.17,0.05,Corporate,Credit Card,Express,No,4
ORD-109831,9/5/2025,CUST-6237,Returning,Midwest,OH,Desk Organizer,Home & Office,1,26.21,0,Retail Store,Debit Card,Next Day,No,5
ORD-102060,########,CUST-2298,New,Midwest,OH,Foam Roller,Fitness,1,27.62,0.1,Retail Store,Apple Pay,Next Day,Yes,3
ORD-103848,########,CUST-3850,Returning,SOUTHEAST,NC,Running Shoes,Clothing,4,80.48,0,Marketplace,PayPal,Standard,No,
ORD-110866,########,CUST-2014,Returning,Southwest,TX,Foam Roller,Fitness,2,25.94,0,Retail Store,Debit Card,Next Day,No,5
ORD-102783,########,CUST-6684,Returning,Southwest,NM,Jacket,Clothing,1,118.46,0,Online,Credit Card,2-Day,Yes,5
ORD-100536,########,CUST-5862,Returning,Midwest,MO,Notebook Set,Home & Office,2,19.59,0.15,Online,Debit Card,Standard,No,5
ORD-107201,########,CUST-3027,Returning,Southwest,OK,USB-C Hub,Electronics,4,38.2,0,Retail Store,PayPal,Express,No,5
ORD-106889,1/9/2026,CUST-2295,Returning,Southeast,FL,Wireless Mouse,Electronics,2,33.68,0.05,Retail Store,Bank Transfer,2-Day,No,4
ORD-109936,########,CUST-5367,New,Midwest,MO,Wireless Mouse,Electronics,2,32.7,0.05,Online,PayPal,Standard,No,4
ORD-103030,########,CUST-6510,New,West,WA,Jeans,Clothing,1,60.65,0.2,Retail Store,Apple Pay,Next Day,No,5
ORD-106007,########,CUST-3486,New,Southwest,OK,Desk Organizer,Home & Office,3,24.95,0.1,Retail Store,Bank Transfer,Standard,No,3
ORD-106995,########,CUST-1475,New,West,OR,USB-C Hub,Electronics,4,37.74,0,Online,Bank Transfer,Standard,No,4
ORD-110307,########,CUST-1281,Returning,Southeast,FL,Desk Lamp,Home & Office,1,45.63,0.05,Online,Apple Pay,Standard,No,5
ORD-111654,########,CUST-6612,Returning,West,OR,Office Chair,Home & Office,1,203.53,0.1,Online,Debit Card,Standard,No,4
ORD-104756,########,CUST-1465,Returning,Southeast,TN,Mechanical Keyboard,Electronics,3,93.8,0.1,Online,PayPal,Standard,No,4
ORD-100478,########,CUST-4993,Returning,Northeast,CT,Desk Lamp,Home & Office,1,44.68,0.05,Online,PayPal,Standard,No,
ORD-103092,########,CUST-2066,New,Southwest,OK,Bluetooth Speaker,Electronics,1,66.34,0.1,Online,PayPal,Standard,Yes,5
ORD-111388,########,CUST-4676,Returning,Southeast,VA,Dumbbell Set,Fitness,2,136.52,0,Online,Debit Card,Standard,No,3
ORD-107792,########,CUST-5575,New,Midwest,MO,Desk Lamp,Home & Office,5,48.08,0.1,Retail Store,Debit Card,Next Day,Yes,5
ORD-102610,########,CUST-6022,Returning,Northeast,PA,Bluetooth Speaker,Electronics,1,$65.90,0.1,Online,Credit Card,Standard,No,
ORD-101065,########,CUST-5849,Returning,Midwest,MO,Water Bottle,Fitness,1,20.95,0.05,Marketplace,Debit Card,Express,No,4
ORD-110912,########,CUST-6053,Returning,Southwest,NM,USB-C Hub,Electronics,2,37.39,0.05,Marketplace,Debit Card,Standard,No,4
ORD-103618,########,CUST-1066,VIP,Midwest,MO,Hoodie,Clothing,5,56.73,0.1,Marketplace,Apple Pay,2-Day,No,5
ORD-108560,6/2/2025,CUST-4021,Returning,Southeast,NC,USB-C Hub,Electronics,2,40.85,0.05,Online,Debit Card,Standard,No,4
ORD-107187,########,CUST-6062,Returning,Southwest,TX,Smart Watch,Electronics,2,145.38,0,Online,Credit Card,Standard,No,5
ORD-111498,########,CUST-2833,VIP,WEST,WA,Standing Desk,Home & Office,4,341.97,0.1,Online,Bank Transfer,2-Day,No,
ORD-110893,1/6/2025,CUST-3121,VIP,West,NV,Smart Watch,Electronics,3,148.29,0.15,Online,Credit Card,Standard,No,4
ORD-108893,########,CUST-4570,New,Southwest,TX,Dumbbell Set,Fitness,3,135.58,0.1,Marketplace,Apple Pay,2-Day,No,3
ORD-108046,########,CUST-1260,VIP,West,OR,Notebook Set,Home & Office,1,18.24,0.1,Corporate,PayPal,Express,No,5
ORD-105034,########,CUST-5566,VIP,Northeast,NY,Jacket,Clothing,1,112.45,0.2,Corporate,Credit Card,Standard,No,5
ORD-102165,########,CUST-4939,Returning,Midwest,MI,Smart Watch,Electronics,1,146.43,0.1,Marketplace,PayPal,Standard,No,1
ORD-111139,########,CUST-4796,VIP,West,NV,Backpack,clothing,3,51.06,0,Retail Store,Credit Card,Standard,No,5
ORD-111638,########,CUST-1574,New,Midwest,MO,Smart Watch,Electronics,2,146.7,0.15,Online,Debit Card,Standard,No,5
ORD-106336,########,CUST-3819,Returning,Northeast,CT,Bluetooth Speaker,Electronics,2,67.04,0,Marketplace,Bank Transfer,Standard,No,5
ORD-104930,########,CUST-4650,Returning,Midwest,MN,Wireless Mouse,Electronics,1,$32.79,0,Online,Credit Card,2-Day,No,4
ORD-112023,7/6/2025,CUST-1717,New,Southwest,TX,Smart Watch,Electronics,1,155.85,0.1,Marketplace,PayPal,Express,No,5
ORD-105224,########,CUST-1439,New,Southwest,NM,Desk Organizer,Home & Office,1,26.15,0,Online,Apple Pay,Standard,No,
ORD-103789,7/4/2026,CUST-3696,Returning,Southwest,TX,Wireless Headphones,Electronics,1,92.74,0,Online,Credit Card,Standard,No,
ORD-110559,1/2/2025,CUST-4155,Returning,Southwest,TX,Mechanical Keyboard,Electronics,1,97.5,0,Marketplace,Apple Pay,Express,No,4
ORD-102447,2/3/2026,CUST-5927,Returning,Northeast,NY,Wireless Headphones,Electronics,2,93.78,0.1,Retail Store,Credit Card,Standard,No,3
ORD-103324,########,CUST-4422,New,Midwest,MN,Mechanical Keyboard,Electronics,2,88.83,0.05,Retail Store,Bank Transfer,2-Day,No,5
ORD-108533,########,CUST-3286,Returning,West,OR,Notebook Set,Home & Office,4,17.58,0,Corporate,PayPal,Standard,No,4
ORD-102527,########,CUST-5967,New,West,OR,Jacket,Clothing,1,115.65,0.05,Retail Store,Apple Pay,Standard,No,5
ORD-106197,########,CUST-3992,New,Southwest,TX,Standing Desk,Home & Office,4,315.85,0.05,Marketplace,PayPal,2-Day,No,5
ORD-101911,########,CUST-4897,New,Northeast,CT,Backpack,Clothing,4,52.26,0.15,Marketplace,Debit Card,Standard,No,4
ORD-112221,########,CUST-4625,Returning,Southeast,GA,T-Shirt,Clothing,1,25.61,0,Online,PayPal,Standard,No,4
ORD-102147,########,CUST-3223,Returning,NORTHEAST,NJ,Resistance Bands,Fitness,1,22.94,0.15,Retail Store,Apple Pay,Standard,No,4
ORD-106224,########,CUST-1935,Returning,West,OR,Mechanical Keyboard,Electronics,2,90.84,0.05,Retail Store,Bank Transfer,Standard,No,5
ORD-109768,########,CUST-2598,Returning,Northeast,PA,Office Chair,Home & Office,4,194.04,0,Marketplace,Credit Card,Standard,No,2
ORD-103239,9/1/2025,CUST-4133,Returning,Southwest,TX,Backpack,Clothing,1,49.38,0,Retail Store,PayPal,Standard,No,5
ORD-109362,########,CUST-5501,Returning,Southeast,VA,Hoodie,,1,55.44,0,Retail Store,Bank Transfer,Express,No,
ORD-106618,6/8/2026,CUST-5749,New,West,OR,Desk Lamp,Home & Office,1,47.41,0.05,Retail Store,PayPal,Standard,No,4
ORD-106904,9/8/2025,CUST-6174,VIP,Southeast,VA,Monitor Stand,home & office,3,59.11,0,Online,PayPal,Standard,No,5
ORD-110877,2/9/2026,CUST-2175,Returning,Midwest,OH,Wireless Headphones,Electronics,3,95.68,0,Corporate,Bank Transfer,Express,No,5
ORD-108669,########,CUST-3528,Returning,Southwest,OK,Office Chair,Home & Office,1,199.24,0.1,Retail Store,Apple Pay,Standard,No,5
ORD-105954,########,CUST-2348,Returning,West,CA,Running Shoes,Clothing,2,79.05,0.15,Online,Debit Card,Express,No,3
ORD-105522,########,CUST-3562,Returning,Southwest,TX,Office Chair,HOME & OFFICE,1,192.79,0.15,Marketplace,PayPal,Next Day,No,5
ORD-110005,########,CUST-6255,Returning,Midwest,MN,Standing Desk,Home & Office,2,308.82,0.2,Online,Debit Card,Standard,No,5
ORD-105672,########,CUST-6118,new,Southwest,TX,Fitness Tracker,Fitness,1,73.75,0.05,Online,Bank Transfer,Standard,No,3
ORD-109325,3/9/2026,CUST-2059,Returning,Southeast,TN,Notebook Set,Home & Office,1,20.05,0,Online,PayPal,Standard,No,
ORD-110528,########,CUST-5307,Returning,Northeast,PA,Desk Organizer,Home & Office,2,24.08,0,Corporate,Bank Transfer,Express,No,3
ORD-102201,6/9/2025,CUST-6492,Returning,Southwest,NM,Bluetooth Speaker,Electronics,2,73.46,0,Online,Credit Card,Standard,No,3
ORD-111503,########,CUST-5509,New,Southeast,FL,Desk Organizer,Home & Office,1,26.89,0.1,Online,Apple Pay,2-Day,No,5
ORD-110381,########,CUST-5017,Returning,Midwest,MO,Monitor Stand,Home & Office,1,61.84,0.1,Corporate,Debit Card,Express,No,5
ORD-102634,########,CUST-4341,New,West,AZ,Bluetooth Speaker,Electronics,1,73.23,0,Retail Store,Apple Pay,Standard,No,3
ORD-107649,########,CUST-4732,Returning,West,CA,Bluetooth Speaker,Electronics,1,73.79,0,Online,PayPal,2-Day,No,3
ORD-105626,5/5/2026,CUST-6472,Returning,West,OR,Water Bottle,Fitness,1,20.25,0.1,Marketplace,Bank Transfer,2-Day,No,5
ORD-105776,########,CUST-1579,New,West,CA,Bluetooth Speaker,Electronics,1,73.37,0,Online,Apple Pay,Express,No,4
ORD-107999,########,CUST-2041,Returning,Midwest,MO,Wireless Mouse,Electronics,2,36.4,0,Marketplace,Credit Card,Standard,No,5
ORD-108231,9/9/2025,CUST-1947,Returning,West,WA,Mechanical Keyboard,Electronics,2,88.57,0.05,Marketplace,PayPal,Standard,No,4
ORD-102308,7/6/2025,CUST-6198,Returning,West,AZ,Mechanical Keyboard,Electronics,1,89.74,0,Online,Bank Transfer,Express,No,4
ORD-109655,########,CUST-4129,Returning,Northeast,PA,Water Bottle,Fitness,1,19.16,0.05,Retail Store,Bank Transfer,Standard,No,5
ORD-100418,########,CUST-5750,Returning,Southwest,NM,Foam Roller,Fitness,2,28.51,0,Online,PayPal,Standard,No,4
ORD-104426,########,CUST-1231,New,West,WA,Running Shoes,Clothing,1,84.28,0,Retail Store,PayPal,Express,No,2
ORD-111896,4/2/2025,CUST-6246,Returning,Northeast,NY,Wireless Headphones,Electronics,4,89.56,0,Retail Store,PayPal,Express,Yes,5
ORD-102959,5/4/2025,CUST-5272,Returning,Northeast,CT,Water Bottle,Fitness,2,19.57,0,Marketplace,Debit Card,Express,No,3
ORD-103216,########,CUST-6450,New,Southeast,VA,Standing Desk,Home & Office,1,315.06,0,Corporate,PayPal,Express,No,4
ORD-101501,9/5/2025,CUST-6702,Returning,West,WA,Monitor Stand,Home & Office,1,58.67,0.15,Online,Credit Card,Express,No,5
ORD-105122,########,CUST-6086,New,Southeast,TN,Desk Lamp,Home & Office,3,43.07,0,Online,Credit Card,Standard,No,5
ORD-104248,9/1/2025,CUST-4647,VIP,Southwest,NM,Bluetooth Speaker,ELECTRONICS,2,75.09,0.1,Marketplace,PayPal,Standard,No,5
ORD-100113,########,CUST-3673,New,West,AZ,Standing Desk,Home & Office,4,314.55,0,Online,Debit Card,2-Day,No,3
ORD-102853,########,CUST-4626,Returning,Northeast,CT,Mechanical Keyboard,Electronics,2,101.85,0,Online,PayPal,2-Day,No,5
ORD-108255,########,CUST-5461,Returning,Midwest,MI,T-Shirt,Clothing,2,26.43,0.1,Online,Debit Card,Standard,No,5
ORD-102509,########,CUST-6002,Returning,Midwest,IL,Jacket,Clothing,5,112.86,0,Retail Store,Bank Transfer,2-Day,No,5
ORD-100249,5/6/2025,CUST-5089,New,Southwest,OK,T-Shirt,Clothing,1,24.81,0.05,Online,Debit Card,Standard,No,1
ORD-106605,6/8/2026,CUST-1819,Returning,Southwest,TX,Desk Lamp,home & office,5,42.1,0.15,Corporate,PayPal,2-Day,No,4
ORD-112346,########,CUST-4485,Returning,West,OR,Monitor Stand,Home & Office,1,63.17,0.05,Corporate,Debit Card,Standard,No,4
ORD-103795,########,CUST-1015,VIP,Midwest,MO,Mechanical Keyboard,Electronics,2,99.21,0,Marketplace,Debit Card,Next Day,Yes,4
ORD-111573,########,CUST-6760,VIP,Southwest,NM,Monitor Stand,Home & Office,1,64.44,0.15,Retail Store,Apple Pay,Standard,No,3
ORD-101761,1/5/2026,CUST-5138,Returning,Southwest,TX,Mechanical Keyboard,Electronics,3,91.36,0,Online,Debit Card,Express,No,4
ORD-102907,########,CUST-2701,New,Southwest,TX,Jacket,Clothing,3,120.4,0.05,Online,Bank Transfer,2-Day,No,3
ORD-100757,########,CUST-4000,Returning,Midwest,MO,USB-C Hub,Electronics,2,43.06,0,Marketplace,Bank Transfer,Standard,No,3
ORD-100857,########,CUST-6567,Returning,Midwest,MI,Bluetooth Speaker,Electronics,1,70.41,0.05,Online,Apple Pay,Standard,No,2
ORD-100095,########,CUST-5100,New,Southwest,NM,Smart Watch,Electronics,2,146.35,0.1,Online,Credit Card,Standard,No,5
ORD-101534,########,CUST-2006,New,Northeast,MA,Bluetooth Speaker,Electronics,1,68.76,0,Marketplace,Debit Card,Express,No,4
ORD-107846,########,CUST-5131,Returning,West,WA,Smart Watch,Electronics,2,140.46,0,Online,PayPal,Next Day,No,
ORD-104262,########,CUST-2703,new,West,WA,Desk Lamp,Home & Office,4,47.33,0,Marketplace,Credit Card,Express,No,2
ORD-111227,########,CUST-5078,Returning,Southwest,OK,Desk Lamp,Home & Office,3,44.14,0.2,Online,Apple Pay,2-Day,No,4
ORD-112047,########,CUST-6205,VIP,West,OR,Hoodie,Clothing,1,51.61,0,Retail Store,Apple Pay,Standard,No,4
ORD-110221,9/6/2025,CUST-1729,New,Southwest,NM,Standing Desk,Home & Office,3,306.9,0,Marketplace,Debit Card,Express,Yes,5
ORD-110443,5/1/2026,CUST-4776,Returning,Midwest,OH,USB-C Hub,Electronics,2,43.17,0.1,Corporate,Debit Card,Express,No,5
ORD-101376,########,CUST-2598,RETURNING,Southwest,OK,Jeans,Clothing,4,60.66,0,Marketplace,PayPal,Standard,No,5
ORD-112028,########,CUST-2558,Returning,Southeast,FL,Desk Organizer,Home & Office,4,$26.52,0.15,Corporate,Debit Card,Express,Yes,5
ORD-101972,########,CUST-4720,,West,CA,Fitness Tracker,Fitness,2,82.3,0,Online,Bank Transfer,Standard,No,4
ORD-106123,########,CUST-6716,VIP,West,NV,Yoga Mat,Fitness,2,36.87,0.1,Marketplace,PayPal,Standard,Yes,5
ORD-103770,########,CUST-3326,New,Northeast,NJ,Monitor Stand,Home & Office,2,57.73,0.1,Retail Store,Credit Card,Standard,No,5
ORD-102266,########,CUST-3329,Returning,Southwest,OK,Backpack,Clothing,4,$49.96,0.1,Marketplace,Apple Pay,Express,No,5
ORD-105414,########,CUST-5375,VIP,West,OR,USB-C Hub,Electronics,1,42.14,0.1,Retail Store,Credit Card,Express,No,5
ORD-110297,########,CUST-2008,Returning,Southeast,VA,USB-C Hub,Electronics,2,40.04,0.15,Marketplace,Apple Pay,Standard,No,3
ORD-100855,########,CUST-5473,New,Southeast,VA,Backpack,Clothing,1,52.56,0.1,Online,Credit Card,Express,Yes,3
ORD-100707,########,CUST-1986,New,Northeast,CT,Desk Organizer,Home & Office,1,26.61,0,Marketplace,Apple Pay,Standard,No,5
ORD-102200,########,CUST-5251,New,Southeast,NC,Standing Desk,Home & Office,1,316.69,0,Marketplace,Credit Card,2-Day,No,4
ORD-100609,########,CUST-4190,New,Southeast,VA,Mechanical Keyboard,Electronics,3,88.12,0.05,Retail Store,PayPal,Standard,Yes,2
ORD-105268,########,CUST-2387,Returning,Southeast,TN,Notebook Set,Home & Office,1,18.55,0.1,Online,Apple Pay,Standard,No,2
ORD-111914,########,CUST-5264,New,West,OR,Monitor Stand,Home & Office,1,58.92,0.1,Corporate,Apple Pay,Standard,No,4
ORD-108699,########,CUST-4458,Returning,Northeast,CT,Office Chair,Home & Office,3,202.48,0,Online,Debit Card,Standard,No,4
ORD-101179,3/7/2026,CUST-5673,New,Southeast,NC,Standing Desk,Home & Office,2,319.1,0.2,Marketplace,Apple Pay,2-Day,No,4
ORD-109589,########,CUST-3540,New,Southwest,NM,Smart Watch,Electronics,1,147.04,0,Online,Debit Card,Standard,Yes,5
ORD-109449,########,CUST-3131,Returning,Southeast,NC,Resistance Bands,Fitness,2,24.12,0,Online,Debit Card,Standard,No,4
ORD-110158,########,CUST-3919,Returning,Southeast,GA,Dumbbell Set,Fitness,1,125.22,0.05,Marketplace,Bank Transfer,Standard,No,4
ORD-101963,3/6/2026,CUST-4337,Returning,Northeast,NJ,Jeans,Clothing,2,66,0,Retail Store,Debit Card,Standard,No,3
ORD-102474,5/7/2026,CUST-5600,Returning,West,CA,Backpack,Clothing,4,53.59,0,Online,PayPal,Standard,Yes,2
ORD-106259,8/5/2025,CUST-4251,Returning,West,NV,Bluetooth Speaker,Electronics,1,69.58,0,Online,Bank Transfer,Standard,No,3
ORD-106028,########,CUST-5773,Returning,Midwest,MN,Yoga Mat,Fitness,1,34.06,0,Corporate,Bank Transfer,Express,No,3
ORD-108668,########,CUST-5617,new,Southeast,NC,Notebook Set,home & office,1,18.14,0.05,Retail Store,Apple Pay,Standard,No,5
ORD-104827,########,CUST-2318,Returning,Southeast,GA,T-Shirt,Clothing,1,24.89,0,Online,Credit Card,Express,No,
ORD-103946,########,CUST-2846,Returning,Southeast,TN,Dumbbell Set,Fitness,3,137.05,0.1,Retail Store,Credit Card,Standard,No,5
ORD-102800,5/5/2026,CUST-4516,New,Northeast,PA,Resistance Bands,Fitness,5,24.3,0,Retail Store,Debit Card,Express,No,5
ORD-101062,########,CUST-2883,New,Southeast,FL,Standing Desk,Home & Office,1,335.9,0,Online,Apple Pay,Standard,No,4
ORD-106130,########,CUST-5883,Returning,West,AZ,Bluetooth Speaker,Electronics,1,67.15,0.05,Online,PayPal,Standard,No,5
ORD-107482,7/3/2025,CUST-1878,Returning,Midwest,MI,Backpack,Clothing,1,53.56,0,Online,PayPal,Express,No,3
ORD-111988,########,CUST-5967,New,Northeast,NJ,Wireless Headphones,Electronics,3,90.84,0,Retail Store,Credit Card,Next Day,No,4
ORD-109378,########,CUST-3593,New,Southwest,OK,USB-C Hub,Electronics,2,39.76,0.2,Marketplace,Debit Card,Standard,No,5
ORD-107654,########,CUST-1621,New,Northeast,MA,Wireless Headphones,Electronics,1,90.09,0,Marketplace,Apple Pay,Express,No,5
ORD-111750,4/1/2025,CUST-1157,New,Midwest,MI,Notebook Set,Home & Office,2,18.54,0,Marketplace,Credit Card,Standard,No,5
ORD-100724,3/4/2025,CUST-4922,Returning,Northeast,MA,Jeans,Clothing,1,$67.88,0,Online,Bank Transfer,Standard,No,5
ORD-105702,3/5/2025,CUST-1557,Returning,Midwest,MO,Smart Watch,Electronics,1,143.9,0,Corporate,Apple Pay,Standard,No,3
ORD-107895,########,CUST-2852,New,Southwest,NM,Wireless Headphones,Electronics,1,83.54,0.15,Online,PayPal,Next Day,No,4
ORD-106734,########,CUST-5330,Returning,Southeast,VA,Foam Roller,Fitness,2,26.22,0,Online,Apple Pay,Standard,Yes,
ORD-108143,########,CUST-6753,Returning,Midwest,IL,Dumbbell Set,Fitness,1,121.53,0,Retail Store,Apple Pay,Express,No,5
ORD-106053,,CUST-2106,VIP,Northeast,NJ,Wireless Mouse,Electronics,3,33.46,0.1,Online,Debit Card,Express,No,
ORD-104805,########,CUST-4361,New,Midwest,MI,Bluetooth Speaker,Electronics,1,72.68,0,Online,Debit Card,Standard,No,3
ORD-105043,########,CUST-6757,New,Northeast,MA,Notebook Set,Home & Office,2,18.04,0.05,Retail Store,Bank Transfer,Standard,No,4
ORD-104792,########,CUST-2096,New,Northeast,PA,Desk Lamp,HOME & OFFICE,3,43.2,0.05,Online,PayPal,Standard,Yes,5
ORD-111373,########,CUST-5730,New,Southeast,GA,Wireless Headphones,Electronics,2,96.14,0.05,Online,Apple Pay,2-Day,No,3
ORD-107551,########,CUST-2897,New,Southeast,VA,Yoga Mat,Fitness,2,36.61,0.1,Marketplace,Debit Card,2-Day,No,5
ORD-108757,########,CUST-1080,New,Midwest,OH,Running Shoes,Clothing,1,$84.93,0,Online,Debit Card,2-Day,No,5
ORD-105836,########,CUST-3113,Returning,Midwest,MN,Bluetooth Speaker,Electronics,1,71.07,0.2,Retail Store,Apple Pay,Next Day,No,5
ORD-110758,7/7/2025,CUST-1983,Returning,Midwest,OH,Mechanical Keyboard,Electronics,1,93.2,0.05,Online,Debit Card,Standard,No,5
ORD-103620,########,CUST-5683,Returning,West,NV,Hoodie,Clothing,1,57.97,0.05,Online,Credit Card,2-Day,Yes,5
ORD-103914,########,CUST-3956,New,Southwest,TX,Resistance Bands,Fitness,3,21.45,0.1,Retail Store,Credit Card,Standard,No,3
ORD-102786,########,CUST-3872,Returning,Midwest,OH,Office Chair,Home & Office,1,184.49,0,Online,Credit Card,Express,No,2
ORD-110410,########,CUST-4940,Returning,Southeast,NC,Wireless Mouse,Electronics,5,34.74,0.05,Retail Store,Credit Card,Standard,No,4
ORD-112151,9/4/2025,CUST-1182,Returning,midwest,MI,T-Shirt,Clothing,2,26.9,0.2,Online,PayPal,2-Day,No,4
ORD-101091,########,CUST-4023,Returning,West,AZ,Yoga Mat,Fitness,1,36.16,0.15,Online,Debit Card,Standard,No,5
ORD-111886,########,CUST-3904,New,Southeast,TN,Dumbbell Set,Fitness,1,140.18,0.1,Marketplace,Debit Card,Standard,No,4
ORD-108174,########,CUST-4524,New,Southeast,NC,Desk Organizer,Home & Office,3,25.67,0,Retail Store,PayPal,Standard,No,1
ORD-104316,########,CUST-2646,New,West,OR,Wireless Headphones,Electronics,1,96.3,0,Retail Store,Apple Pay,Standard,No,2
ORD-102535,8/4/2025,CUST-6636,New,Midwest,MO,Resistance Bands,Fitness,1,24.66,0,Retail Store,Credit Card,Next Day,No,2
ORD-105448,########,CUST-6398,Returning,Northeast,PA,Desk Organizer,Home & Office,1,26.01,0,Online,Apple Pay,Next Day,No,
ORD-108295,########,CUST-1797,Returning,Northeast,NY,Office Chair,Home & Office,2,191.53,0,Online,PayPal,Next Day,No,3
ORD-104027,########,CUST-4390,Returning,Southeast,VA,Smart Watch,Electronics,2,138.36,0.1,Retail Store,Credit Card,Standard,No,5
ORD-105943,9/3/2025,CUST-5996,New,Southeast,FL,Backpack,Clothing,1,50.46,0,Online,Bank Transfer,Standard,No,
ORD-100531,########,CUST-3396,New,Southeast,TN,Running Shoes,Clothing,1,88.44,0,Online,Bank Transfer,Next Day,No,5
ORD-107934,########,CUST-4522,Returning,Southeast,FL,Desk Organizer,Home & Office,1,23.33,0,Online,Apple Pay,Standard,No,4
ORD-100824,########,CUST-1743,Returning,Northeast,NY,Hoodie,Clothing,1,57.91,0,Online,PayPal,Next Day,No,
ORD-107137,########,CUST-5498,RETURNING,West,NV,Smart Watch,Electronics,1,144.2,0,Online,Credit Card,Express,No,4
ORD-106030,########,CUST-3037,returning,Southeast,VA,Jeans,Clothing,2,67.74,0,Marketplace,Debit Card,Express,No,5
ORD-107864,1/2/2026,CUST-5086,New,Midwest,MI,USB-C Hub,Electronics,1,41.23,0.1,Retail Store,Debit Card,Standard,No,4
ORD-109090,########,CUST-2864,Returning,West,OR,Office Chair,Home & Office,2,200.69,0.05,Marketplace,Apple Pay,Next Day,No,5
ORD-110024,########,CUST-5347,New,Northeast,CT,Wireless Headphones,Electronics,2,87.65,0,Online,PayPal,2-Day,No,5
ORD-110827,1/1/2026,CUST-1373,Returning,Northeast,PA,Fitness Tracker,Fitness,3,79.75,0,Retail Store,Credit Card,Express,Yes,4
ORD-109937,########,CUST-2484,Returning,Southwest,OK,Dumbbell Set,Fitness,3,132.45,0,Marketplace,Debit Card,Standard,No,5
